,聚类种类,IsActiveStatus,IsActiveAssetStage,CrCardAssetStage,Exited
2220,1,2,0,6,1
2221,1,0,0,6,0
2222,1,2,0,6,0
2223,1,2,1,7,0
2224,2,4,8,9,0
2225,1,0,2,9,0
2226,2,4,8,9,1
2227,1,1,2,2,0
2228,1,1,2,9,0
2229,1,0,2,9,0
2230,2,4,8,9,0
2231,2,5,8,9,1
2232,2,5,8,9,0
2233,2,3,8,9,0
2234,1,1,0,0,0
2235,1,2,0,6,0
2236,1,1,2,9,0
2237,1,2,2,2,1
2238,1,0,0,0,0
2239,1,0,2,2,0
2240,2,3,6,0,0
2241,1,1,2,2,0
2242,1,0,2,2,0
2243,1,0,2,9,0
2244,2,5,8,9,0
2245,1,0,2,2,1
2246,2,5,7,7,0
2247,2,4,8,2,0
2248,2,5,7,7,0
2249,1,0,2,9,0
2250,1,0,0,6,0
2251,1,1,2,2,0
2252,1,1,2,9,0
2253,2,5,8,9,0
2254,1,0,0,6,0
2255,1,2,0,6,0
2256,2,4,8,9,0
2257,1,1,2,9,0
2258,1,2,2,9,0
2259,2,5,6,6,0
2260,1,0,2,9,1
2261,1,1,2,9,0
2262,1,2,0,6,0
2263,1,2,1,7,0
2264,1,0,2,9,0
2265,2,3,6,0,0
2266,2,3,6,0,0
2267,2,5,6,0,0
2268,2,3,8,9,0
2269,2,3,6,6,0
2270,2,3,8,2,0
2271,1,1,0,6,0
2272,2,4,6,0,0
2273,1,2,2,2,0
2274,2,5,8,9,0
2275,1,0,0,0,0
2276,1,0,2,2,0
2277,2,4,7,7,1
2278,2,4,6,6,0
2279,2,3,8,2,1
2280,2,5,8,9,0
2281,1,0,2,9,0
2282,2,3,6,6,0
2283,1,0,2,9,0
2284,2,3,6,6,0
2285,1,2,2,2,0
2286,1,1,0,6,0
2287,1,1,0,6,1
2288,2,4,8,2,0
2289,1,1,0,0,1
2290,1,2,2,9,0
2291,1,0,2,9,0
2292,2,4,7,7,0
2293,1,1,0,6,0
2294,1,0,0,6,0
2295,2,4,8,2,0
2296,1,0,1,7,1
2297,1,2,0,6,0
2298,2,4,8,9,0
2299,1,2,2,9,1
2300,1,2,2,2,1
2301,1,2,0,6,1
2302,1,1,0,6,0
2303,2,5,6,6,0
2304,1,0,2,9,0
2305,1,1,0,6,0
2306,2,3,8,2,0
2307,1,2,2,9,1
2308,1,2,0,6,0
2309,2,5,8,9,0
2310,1,0,2,9,0
2311,2,4,8,2,0
2312,2,3,8,9,0
2313,1,2,2,2,1
2314,2,4,8,9,0
2315,1,2,2,9,0
2316,2,3,8,9,0
2317,1,0,2,9,0
2318,2,4,8,9,0
2319,2,5,6,6,0
2320,2,3,8,2,1
2321,1,2,0,6,0
2322,2,3,6,6,0
2323,1,0,2,2,0
2324,2,4,6,6,0
2325,1,1,0,6,1
2326,2,3,6,0,0
2327,2,5,8,9,0
2328,1,0,2,9,0
2329,2,4,6,0,0
2330,1,2,0,0,0
2331,2,5,6,6,0
2332,1,1,0,6,1
2333,1,0,0,6,1
2334,1,1,2,9,0
2335,2,3,6,0,0
2336,1,2,0,6,0
2337,2,4,7,2,0
2338,2,5,8,9,1
2339,2,4,8,2,0
2340,2,4,6,6,0
2341,2,4,6,6,0
2342,1,0,2,9,0
2343,1,2,2,2,0
2344,2,4,6,6,0
2345,2,5,6,0,0
2346,2,4,8,9,0
2347,2,5,7,2,0
2348,1,2,2,9,0
2349,2,3,6,6,0
2350,2,5,6,6,0
2351,1,1,0,6,0
2352,1,1,2,9,1
2353,1,2,2,9,1
2354,2,5,8,9,0
2355,2,5,6,6,0
2356,2,4,8,9,0
2357,2,4,8,2,0
2358,1,2,2,2,0
2359,2,5,7,7,0
2360,1,2,0,6,1
2361,2,4,8,9,0
2362,1,0,2,2,0
2363,2,5,8,2,0
2364,1,2,2,9,0
2365,2,3,6,6,0
2366,1,2,2,2,1
2367,1,0,2,9,0
2368,2,3,8,2,0
2369,2,3,8,9,0
2370,1,1,2,9,0
2371,1,2,1,2,1
2372,1,0,2,2,0
2373,1,2,2,9,0
2374,2,5,8,9,0
2375,2,3,8,2,0
2376,2,5,8,9,1
2377,2,4,8,9,0
2378,2,4,6,0,0
2379,2,5,8,9,0
2380,2,4,6,6,0
2381,1,2,0,6,1
2382,1,0,2,9,1
2383,2,4,6,6,0
2384,1,2,0,0,0
2385,2,5,8,2,0
2386,2,5,8,9,0
2387,2,4,8,9,0
2388,1,0,2,9,1
2389,2,5,7,2,0
2390,2,3,8,9,0
2391,2,5,8,9,0
2392,1,0,2,9,1
2393,2,5,6,0,0
2394,2,4,6,6,0
2395,2,5,6,6,1
2396,1,0,2,2,0
2397,2,4,6,6,0
2398,2,3,6,6,0
2399,2,4,6,0,0
2400,2,3,8,2,0
2401,1,0,1,7,0
2402,2,4,6,0,0
2403,1,0,2,2,1
2404,2,5,8,2,0
2405,2,5,8,2,0
2406,2,3,8,9,0
2407,1,2,0,6,0
2408,1,2,0,6,0
2409,2,3,8,9,0
2410,1,2,1,2,0
2411,1,0,0,6,0
2412,1,1,2,9,0
2413,1,2,2,2,0
2414,2,5,8,9,0
2415,1,0,0,0,0
2416,2,4,8,9,0
2417,1,1,2,2,0
2418,2,5,8,9,1
2419,1,1,2,2,0
2420,2,3,6,0,0
2421,2,3,8,9,0
2422,1,1,2,9,0
2423,1,0,2,9,0
2424,2,3,8,9,0
2425,2,3,6,6,0
2426,1,2,2,9,0
2427,2,3,6,6,0
2428,2,5,6,6,0
2429,2,3,6,6,0
2430,2,3,8,9,0
2431,1,2,2,9,0
2432,2,5,8,2,0
2433,2,5,8,9,0
2434,2,4,6,6,0
2435,1,1,2,9,0
2436,2,4,6,6,0
2437,1,0,2,9,0
2438,1,0,0,6,0
2439,2,3,6,6,0
2440,2,5,7,2,0
2441,1,0,2,9,0
2442,2,5,6,6,0
2443,2,4,7,2,0
2444,1,0,1,7,0
2445,2,3,6,0,0
2446,2,4,8,2,0
2447,2,4,6,6,0
2448,1,2,2,2,1
2449,1,0,0,6,1
2450,2,3,6,6,0
2451,2,4,8,9,0
2452,1,2,1,2,0
2453,2,3,8,9,0
2454,1,1,1,7,0
2455,2,4,6,6,0
2456,1,0,2,9,0
2457,1,0,0,6,0
2458,2,3,8,9,0
2459,2,4,6,6,0
2460,1,2,0,6,0
2461,1,1,2,9,0
2462,1,1,2,9,0
2463,2,4,8,9,0
2464,1,0,2,9,0
2465,2,5,6,6,0
2466,2,3,8,9,0
2467,1,2,2,2,1
2468,2,5,8,9,1
2469,2,4,8,9,0
2470,1,1,2,9,0
2471,1,2,1,7,1
2472,1,2,0,6,1
2473,2,3,6,6,0
2474,1,2,2,9,1
2475,1,2,2,9,1
2476,2,3,6,6,0
2477,2,4,6,6,0
2478,2,4,7,7,0
2479,2,5,8,9,0
2480,1,0,0,6,0
2481,2,5,6,0,0
2482,1,1,2,9,0
2483,2,3,6,0,0
2484,1,2,2,2,0
2485,1,0,0,6,0
2486,1,2,1,7,0
2487,1,1,0,6,1
2488,2,3,6,0,0
2489,1,2,2,9,0
2490,2,3,8,9,0
2491,1,0,2,9,0
2492,2,4,6,0,0
2493,2,3,6,0,1
2494,1,1,0,6,1
2495,1,2,2,9,0
2496,2,3,6,6,0
2497,1,2,2,9,0
2498,1,2,2,9,1
2499,2,5,6,6,0
2500,1,2,2,2,0
2501,1,0,0,0,0
2502,1,1,2,2,0
2503,2,4,8,9,0
2504,2,3,6,6,0
2505,1,1,1,2,0
2506,2,4,8,2,0
2507,2,4,7,2,0
2508,2,4,8,9,0
2509,2,5,8,9,0
2510,1,2,1,7,0
2511,1,0,2,2,0
2512,2,3,8,2,0
2513,1,2,2,9,0
2514,1,2,2,9,0
2515,2,3,6,6,0
2516,2,4,8,9,0
2517,1,2,2,9,0
2518,2,4,6,6,0
2519,1,1,2,9,0
2520,1,0,1,2,0
2521,2,3,6,6,0
2522,1,0,2,2,0
2523,2,4,7,7,0
2524,2,4,6,0,0
2525,2,3,8,9,0
2526,2,5,8,2,0
2527,2,5,6,6,0
2528,2,3,8,9,1
2529,1,1,2,9,0
2530,2,4,8,2,0
2531,1,2,0,6,0
2532,2,5,8,9,0
2533,1,2,2,2,1
2534,1,0,0,0,1
2535,1,1,2,9,0
2536,2,3,8,9,0
2537,1,0,2,2,0
2538,2,5,7,7,0
2539,2,5,8,9,0
2540,2,4,8,9,0
2541,2,4,8,9,1
2542,2,3,8,9,1
2543,1,2,0,6,0
2544,2,3,8,9,0
2545,1,2,0,6,0
2546,1,0,0,6,0
2547,1,2,1,7,0
2548,1,2,2,2,1
2549,1,2,2,9,1
2550,2,3,8,9,1
2551,1,1,2,9,1
2552,1,0,0,6,1
2553,1,2,2,9,0
2554,1,0,2,9,0
2555,1,0,0,6,0
2556,1,1,2,9,0
2557,2,3,6,6,0
2558,2,5,8,2,0
2559,2,5,6,6,0
2560,2,3,8,2,0
2561,2,5,8,9,0
2562,2,5,6,0,0
2563,1,1,2,9,0
2564,1,2,2,2,0
2565,1,2,2,9,0
2566,1,2,2,9,0
2567,1,2,2,2,1
2568,1,1,2,9,0
2569,1,0,0,6,0
2570,2,4,8,9,0
2571,2,4,8,9,0
2572,2,3,7,7,0
2573,1,2,2,9,0
2574,1,0,0,6,0
2575,2,5,8,9,0
2576,1,1,0,6,0
2577,1,0,2,2,0
2578,2,5,6,0,0
2579,1,2,2,9,0
2580,1,2,0,0,0
2581,1,1,0,6,0
2582,2,3,8,9,0
2583,2,5,8,9,0
2584,1,1,0,6,1
2585,2,4,8,9,1
2586,2,4,8,9,0
2587,1,2,1,7,0
2588,1,2,2,9,0
2589,1,0,1,2,0
2590,1,1,2,9,1
2591,2,4,6,6,0
2592,1,2,2,2,0
2593,2,3,8,2,0
2594,1,0,2,2,0
2595,2,3,6,6,0
2596,1,0,0,6,0
2597,2,5,8,9,1
2598,2,4,7,7,0
2599,2,5,6,0,0
2600,2,3,6,6,0
2601,1,2,1,7,1
2602,1,1,0,6,0
2603,2,4,8,2,0
2604,2,3,7,7,0
2605,2,5,6,6,1
2606,2,4,8,9,0
2607,1,1,2,9,1
2608,2,3,6,6,0
2609,1,2,2,9,0
2610,1,1,0,6,0
2611,1,1,2,2,0
2612,1,1,2,9,0
2613,1,1,0,6,0
2614,2,4,6,6,0
2615,2,4,8,2,0
2616,2,5,7,7,0
2617,1,2,2,9,0
2618,2,3,8,9,0
2619,2,4,8,2,0
2620,2,3,6,0,0
2621,2,3,8,2,0
2622,2,5,6,6,0
2623,1,0,2,9,0
2624,2,5,8,2,0
2625,2,5,8,9,0
2626,1,1,2,2,0
2627,1,0,2,2,0
2628,2,4,6,6,0
2629,2,4,8,2,0
2630,2,5,8,9,0
2631,2,5,8,9,0
2632,1,2,2,2,0
2633,1,2,2,9,0
2634,1,2,0,0,0
2635,1,2,2,9,0
2636,1,2,2,9,1
2637,1,2,2,9,0
2638,1,2,2,9,0
2639,1,1,2,9,1
2640,2,4,7,7,0
2641,1,0,2,2,0
2642,1,0,1,7,0
2643,1,0,2,9,0
2644,1,2,2,2,0
2645,1,1,2,9,0
2646,1,2,0,6,0
2647,1,0,0,6,0
2648,1,0,0,6,0
2649,1,2,0,6,1
2650,2,5,6,6,0
2651,1,0,2,9,0
2652,1,1,0,6,0
2653,1,2,2,2,0
2654,2,4,6,0,0
2655,2,3,8,2,0
2656,1,0,2,9,1
2657,1,0,2,9,0
2658,2,4,8,9,0
2659,2,5,6,6,0
2660,1,1,2,9,0
2661,1,2,2,9,0
2662,2,3,6,0,1
2663,2,4,6,6,0
2664,2,3,8,9,0
2665,2,5,6,6,0
2666,2,5,8,9,0
2667,2,3,8,9,0
2668,1,0,2,9,0
2669,1,0,1,7,0
2670,2,5,6,6,0
2671,2,5,6,0,0
2672,1,2,2,2,0
2673,2,3,6,6,0
2674,1,1,0,0,0
2675,1,1,0,0,1
2676,1,2,0,0,0
2677,1,1,0,6,0
2678,1,1,2,9,0
2679,1,0,2,9,1
2680,1,1,2,9,0
2681,2,4,7,2,0
2682,1,2,0,0,1
2683,1,2,1,2,0
2684,1,0,2,9,1
2685,2,3,8,2,0
2686,1,2,2,9,0
2687,1,2,0,6,0
2688,1,2,0,6,0
2689,2,4,8,9,0
2690,2,3,6,0,0
2691,2,5,6,0,0
2692,2,5,8,9,0
2693,1,2,1,7,0
2694,1,0,2,9,0
2695,1,2,2,2,0
2696,2,3,8,9,1
2697,2,4,8,9,0
2698,2,4,8,9,0
2699,1,1,0,6,0
2700,1,2,2,9,0
2701,2,5,8,9,0
2702,1,2,0,6,0
2703,2,3,8,9,0
2704,1,0,0,6,0
2705,2,3,8,9,0
2706,2,5,6,6,0
2707,2,5,8,9,0
2708,2,3,7,7,0
2709,2,4,8,2,0
2710,2,3,8,9,0
2711,2,3,8,9,0
2712,1,2,2,9,0
2713,1,0,1,2,0
2714,2,3,8,9,0
2715,1,1,2,9,0
2716,1,1,2,9,0
2717,1,2,2,9,0
2718,2,4,8,9,0
2719,1,1,0,6,0
2720,1,2,2,2,0
2721,1,0,2,2,0
2722,1,1,0,6,0
2723,1,1,2,9,0
2724,2,4,6,0,0
2725,1,2,0,0,0
2726,2,5,8,9,0
2727,2,3,6,6,1
2728,2,3,6,6,0
2729,1,0,1,2,0
2730,1,0,0,6,0
2731,1,0,0,6,0
2732,2,3,8,2,0
2733,2,5,6,0,0
2734,1,0,2,9,1
2735,1,2,2,9,1
2736,2,4,6,0,0
2737,2,5,8,9,0
2738,2,4,8,9,0
2739,2,5,8,9,1
2740,2,4,8,9,1
2741,2,5,7,2,1
2742,2,5,8,9,1
2743,2,3,8,2,0
2744,2,3,8,2,0
2745,1,0,0,6,1
2746,2,3,8,9,0
2747,1,2,2,2,1
2748,2,3,6,6,0
2749,2,4,8,9,0
2750,1,0,0,0,0
2751,2,4,6,6,0
2752,2,5,8,9,0
2753,1,2,2,9,0
2754,2,5,6,6,0
2755,1,1,1,7,0
2756,1,2,2,2,1
2757,2,3,7,2,0
2758,1,0,0,6,0
2759,1,2,0,6,0
2760,2,5,6,6,0
2761,1,1,0,0,0
2762,2,3,8,9,0
2763,1,1,0,0,0
2764,2,4,8,9,0
2765,1,0,1,7,0
2766,2,4,8,9,0
2767,2,4,8,2,1
2768,2,5,6,6,0
2769,2,4,6,6,0
2770,1,2,0,6,0
2771,1,2,0,6,1
2772,1,1,2,9,1
2773,1,2,0,6,0
2774,2,3,8,9,0
2775,2,5,6,6,1
2776,2,4,8,9,0
2777,2,4,7,7,0
2778,1,2,2,9,0
2779,1,0,2,2,1
2780,2,3,6,6,0
2781,2,3,6,6,0
2782,1,1,0,0,0
2783,1,2,2,9,0
2784,1,1,0,6,0
2785,2,5,6,0,0
2786,1,1,2,9,0
2787,2,5,6,6,0
2788,1,0,0,6,1
2789,2,4,8,9,0
2790,2,5,8,9,0
2791,1,0,2,2,0
2792,2,3,8,9,0
2793,2,4,8,2,0
2794,1,2,0,0,0
2795,1,0,2,9,0
2796,1,2,0,0,0
2797,2,5,6,6,0
2798,2,5,6,6,0
2799,2,3,6,6,0
2800,2,3,8,2,1
2801,2,3,8,2,0
2802,1,1,2,9,1
2803,2,3,8,9,0
2804,1,2,1,7,0
2805,2,3,6,6,0
2806,2,3,8,9,0
2807,2,5,6,6,0
2808,2,5,8,2,0
2809,2,3,8,9,0
2810,2,5,6,0,1
2811,1,0,0,6,0
2812,2,5,6,6,0
2813,1,2,2,9,0
2814,1,1,2,9,0
2815,1,2,2,2,0
2816,1,0,2,9,0
2817,2,3,6,6,0
2818,1,2,2,9,1
2819,2,5,7,7,0
2820,2,5,6,0,1
2821,1,2,0,6,0
2822,1,1,2,9,0
2823,1,2,0,6,0
2824,1,0,0,6,0
2825,2,4,8,9,0
2826,2,5,6,6,0
2827,1,2,0,0,0
2828,1,1,2,9,0
2829,1,0,0,6,0
2830,2,5,6,0,0
2831,2,5,8,9,0
2832,2,4,8,9,0
2833,2,3,6,0,0
2834,2,5,8,2,0
2835,2,4,6,6,0
2836,1,2,0,6,0
2837,1,2,0,6,0
2838,2,3,8,2,0
2839,1,1,0,6,0
2840,1,1,2,9,1
2841,2,4,6,0,0
2842,1,2,2,2,0
2843,2,5,8,2,0
2844,1,1,0,6,0
2845,1,0,2,9,1
2846,1,1,1,2,0
2847,1,0,2,9,0
2848,2,5,6,0,0
2849,2,5,6,0,0
2850,1,1,1,2,1
2851,2,4,8,2,0
2852,2,3,8,2,0
2853,2,3,8,9,0
2854,1,2,2,2,0
2855,1,0,2,9,0
2856,2,5,8,9,0
2857,2,3,7,2,0
2858,2,4,8,2,0
2859,1,2,2,9,0
2860,1,2,0,6,0
2861,1,1,2,9,0
2862,1,1,1,2,0
2863,2,3,6,6,0
2864,1,2,0,6,0
2865,2,3,7,7,0
2866,2,3,6,0,0
2867,2,4,8,9,0
2868,2,3,8,9,0
2869,1,1,2,2,1
2870,2,4,8,2,0
2871,2,5,8,9,0
2872,2,3,8,2,0
2873,2,5,8,9,0
2874,1,2,2,2,0
2875,1,1,2,9,1
2876,1,0,1,7,0
2877,2,3,8,9,0
2878,2,3,7,2,0
2879,1,1,0,6,0
2880,1,2,0,6,0
2881,2,5,8,9,0
2882,1,1,0,6,0
2883,1,0,0,0,0
2884,2,4,7,7,0
2885,1,2,2,9,1
2886,2,4,8,9,0
2887,1,1,2,2,0
2888,2,4,6,6,0
2889,1,1,2,2,1
2890,2,5,8,2,0
2891,1,0,2,9,1
2892,1,1,0,6,1
2893,1,1,0,6,0
2894,1,1,0,0,0
2895,2,4,8,9,0
2896,1,2,2,9,0
2897,2,4,8,9,1
2898,2,4,8,2,0
2899,2,3,6,0,0
2900,1,1,2,9,0
2901,1,2,2,2,1
2902,2,3,6,6,0
2903,1,1,1,2,0
2904,1,2,2,2,0
2905,1,2,2,9,0
2906,2,3,6,6,0
2907,2,5,8,9,0
2908,1,2,0,6,0
2909,1,0,2,9,0
2910,1,2,2,9,1
2911,1,0,2,9,1
2912,2,4,6,6,0
2913,1,1,0,0,1
2914,1,2,2,2,0
2915,1,0,0,6,0
2916,2,5,8,9,0
2917,2,4,8,9,0
2918,2,4,6,6,0
2919,2,4,8,2,0
2920,1,0,0,6,0
2921,2,3,8,9,0
2922,1,1,2,9,0
2923,2,5,6,6,0
2924,1,1,2,2,0
2925,1,0,2,2,1
2926,2,4,8,9,0
2927,1,2,2,9,0
2928,1,0,2,9,1
2929,1,2,0,6,0
2930,1,1,0,6,0
2931,2,5,6,6,0
2932,2,4,6,0,0
2933,1,1,0,6,0
2934,2,5,8,9,0
2935,1,1,2,9,0
2936,2,3,8,9,0
2937,1,0,2,9,1
2938,1,1,1,7,1
2939,1,1,2,9,0
2940,2,5,7,7,0
2941,2,3,6,0,0
2942,2,3,8,2,1
2943,2,4,6,6,0
2944,2,5,6,6,0
2945,2,3,8,9,0
2946,2,5,8,2,0
2947,2,4,7,7,0
2948,2,5,6,6,0
2949,1,1,2,2,0
2950,1,0,0,6,0
2951,2,5,8,9,0
2952,1,0,0,6,0
2953,2,3,6,0,0
2954,1,0,2,9,1
2955,1,1,0,0,0
2956,1,2,2,9,0
2957,1,2,2,9,0
2958,2,3,8,2,0
2959,1,2,2,9,0
2960,2,4,6,6,1
2961,1,1,0,0,1
2962,1,1,0,0,1
2963,1,1,2,9,1
2964,2,3,8,9,0
2965,1,2,2,9,1
2966,2,5,8,9,1
2967,1,2,2,9,0
2968,1,1,2,9,0
2969,1,2,1,7,0
2970,1,0,2,9,0
2971,2,5,8,9,0
2972,2,4,8,2,0
2973,1,1,2,9,0
2974,1,2,2,9,1
2975,2,3,6,0,0
2976,1,2,2,9,0
2977,1,0,0,0,0
2978,1,1,2,2,0
2979,1,0,1,2,1
2980,2,5,6,0,1
2981,2,5,6,0,0
2982,2,5,6,6,0
2983,1,0,0,0,0
2984,1,1,2,9,0
2985,2,3,8,9,0
2986,2,5,6,0,1
2987,2,4,8,2,0
2988,2,3,6,0,0
2989,2,3,8,2,0
2990,1,0,2,9,0
2991,1,1,2,9,1
2992,2,5,8,9,0
2993,1,2,1,7,1
2994,1,0,2,9,1
2995,1,2,2,9,1
2996,1,1,2,2,1
2997,2,3,6,0,0
2998,1,2,0,0,0
2999,1,1,2,2,0
3000,1,2,0,6,0
3001,1,1,0,6,0
3002,1,1,0,0,0
3003,1,1,0,6,0
3004,2,4,8,2,0
3005,2,5,8,9,0
3006,2,5,6,6,0
3007,1,2,0,0,0
3008,1,1,2,9,1
3009,1,1,2,2,1
3010,2,4,6,6,0
3011,2,5,8,9,0
3012,1,2,2,2,0
3013,2,3,6,0,0
3014,1,2,2,9,1
3015,2,4,6,0,0
3016,1,2,0,6,0
3017,2,3,8,9,0
3018,1,0,0,6,0
3019,2,5,8,9,0
3020,1,0,0,6,0
3021,1,2,0,0,0
3022,1,2,0,6,0
3023,2,5,8,2,0
3024,1,0,1,2,0
3025,1,1,2,2,0
3026,1,0,2,2,0
3027,2,5,6,6,0
3028,2,5,8,2,1
3029,1,2,0,6,0
3030,2,5,6,0,0
3031,1,2,0,6,0
3032,1,0,2,2,0
3033,1,1,2,9,0
3034,1,2,0,6,0
3035,1,2,0,6,0
3036,2,3,8,9,0
3037,1,0,2,2,0
3038,2,3,6,0,0
3039,2,3,7,2,0
3040,1,1,1,2,0
3041,1,2,0,6,1
3042,2,4,6,6,0
3043,2,5,8,9,0
3044,2,3,6,0,0
3045,2,5,6,0,0
3046,2,4,8,9,0
3047,1,2,2,2,0
3048,1,2,0,6,0
3049,2,5,6,0,0
3050,1,2,2,2,1
3051,1,1,1,7,0
3052,1,2,0,6,0
3053,1,2,0,6,0
3054,1,0,1,2,0
3055,1,1,2,2,0
3056,2,3,7,7,0
3057,2,3,6,6,0
3058,1,1,2,9,0
3059,1,1,2,9,1
3060,2,3,6,6,0
3061,1,1,0,0,0
3062,2,3,8,2,0
3063,2,4,6,6,0
3064,2,5,6,6,0
3065,2,3,8,2,1
3066,1,0,2,9,0
3067,2,5,6,6,0
3068,2,3,8,2,0
3069,2,4,8,2,1
3070,2,5,6,0,0
3071,2,3,8,2,0
3072,2,3,6,6,0
3073,2,5,8,9,0
3074,2,4,8,9,1
3075,1,0,0,6,1
3076,1,0,0,6,1
3077,1,0,0,6,0
3078,1,1,2,2,0
3079,2,3,8,9,0
3080,1,2,2,9,0
3081,2,4,8,9,0
3082,1,2,2,9,0
3083,1,0,2,2,1
3084,1,2,2,9,0
3085,2,4,6,0,0
3086,1,1,2,9,1
3087,2,5,8,9,0
3088,1,0,2,9,0
3089,2,4,8,9,0
3090,1,2,2,9,0
3091,2,5,7,7,0
3092,2,5,6,6,1
3093,1,0,0,6,0
3094,2,4,7,2,0
3095,2,3,8,9,0
3096,2,4,8,2,0
3097,1,1,0,6,0
3098,1,0,2,9,0
3099,1,1,2,2,0
3100,2,3,8,9,0
3101,1,2,2,9,0
3102,2,4,8,9,0
3103,1,1,0,6,0
3104,1,1,0,6,0
3105,2,5,6,6,0
3106,1,2,0,0,0
3107,1,0,0,6,0
3108,1,1,1,7,0
3109,1,0,2,9,0
3110,1,0,0,6,0
3111,1,0,2,9,1
3112,2,3,6,6,0
3113,1,1,0,6,0
3114,2,3,8,9,0
3115,1,0,0,6,0
3116,2,3,8,9,1
3117,2,4,6,6,0
3118,1,2,2,9,0
3119,2,3,8,9,1
3120,2,3,6,6,0
3121,2,3,6,6,0
3122,1,1,2,9,0
3123,2,5,8,9,0
3124,2,4,6,0,0
3125,1,1,0,6,1
3126,1,0,2,9,0
3127,2,5,8,9,0
3128,2,3,6,0,0
3129,2,4,8,9,0
3130,2,3,6,6,0
3131,2,4,6,0,0
3132,2,5,6,6,0
3133,1,0,1,7,0
3134,2,4,6,6,0
3135,1,2,0,6,0
3136,2,5,6,6,0
3137,2,4,6,6,0
3138,1,0,2,9,1
3139,2,4,8,2,0
3140,2,4,6,0,0
3141,1,0,0,6,0
3142,2,3,6,6,0
3143,1,0,1,7,0
3144,2,5,6,6,0
3145,1,2,1,7,1
3146,1,1,2,9,1
3147,2,5,6,6,0
3148,1,1,0,6,0
3149,1,0,2,2,1
3150,1,0,2,2,0
3151,1,0,2,9,0
3152,1,2,0,6,0
3153,1,0,2,9,0
3154,1,2,2,9,0
3155,2,5,8,9,0
3156,1,2,0,6,0
3157,2,5,8,2,0
3158,1,0,2,9,1
3159,2,3,7,7,0
3160,2,3,8,2,0
3161,2,3,6,6,0
3162,1,1,2,9,0
3163,1,0,2,9,0
3164,2,3,8,9,0
3165,2,5,6,0,0
3166,2,5,8,2,0
3167,2,4,7,7,0
3168,1,0,2,2,0
3169,2,3,8,2,0
3170,1,2,0,6,0
3171,1,2,0,6,1
3172,1,1,0,0,0
3173,1,0,2,9,1
3174,2,3,8,9,0
3175,1,1,2,9,1
3176,1,2,2,9,0
3177,2,3,8,9,0
3178,1,2,0,0,0
3179,2,3,6,6,0
3180,1,0,2,9,1
3181,1,0,1,2,0
3182,2,4,8,9,0
3183,1,1,0,6,0
3184,1,0,0,6,0
3185,1,2,0,6,0
3186,1,0,0,0,0
3187,1,2,2,9,0
3188,1,2,2,2,1
3189,1,2,0,6,0
3190,2,3,8,9,0
3191,2,5,8,9,1
3192,1,1,2,9,0
3193,2,3,6,6,0
3194,1,1,2,2,0
3195,2,5,8,9,0
3196,1,2,2,2,0
3197,2,3,7,7,0
3198,1,1,1,7,1
3199,1,2,2,9,0
3200,1,1,2,9,0
3201,1,0,2,9,1
3202,1,2,2,9,1
3203,2,5,8,9,0
3204,1,1,2,9,1
3205,2,5,8,9,1
3206,1,0,2,9,0
3207,1,1,2,2,0
3208,1,1,2,9,0
3209,2,3,6,0,0
3210,1,1,2,2,0
3211,1,0,0,6,0
3212,1,0,2,9,0
3213,2,4,6,6,0
3214,1,1,2,9,1
3215,1,2,2,9,0
3216,2,4,8,2,0
3217,2,3,8,2,0
3218,2,5,7,7,0
3219,1,2,2,9,0
3220,1,0,2,9,1
3221,2,4,7,7,0
3222,1,1,2,9,0
3223,2,5,8,9,0
3224,1,0,0,6,0
3225,2,3,6,6,1
3226,1,1,0,6,0
3227,2,4,8,2,1
3228,2,4,8,9,0
3229,2,4,6,6,0
3230,2,3,6,6,0
3231,2,5,6,6,0
3232,1,0,2,2,0
3233,1,1,2,9,1
3234,1,2,2,9,1
3235,2,3,7,2,0
3236,1,1,0,6,0
3237,2,3,8,2,1
3238,2,5,8,9,0
3239,2,3,8,9,1
3240,2,5,6,6,0
3241,1,0,2,9,1
3242,1,1,2,9,0
3243,2,5,8,9,1
3244,1,0,1,7,0
3245,2,5,8,9,0
3246,2,5,6,6,0
3247,1,2,2,2,0
3248,2,3,8,2,0
3249,1,0,0,6,1
3250,1,2,2,2,0
3251,1,2,0,6,0
3252,1,1,2,9,1
3253,2,3,8,9,0
3254,2,5,6,0,0
3255,1,2,1,7,0
3256,1,2,0,6,0
3257,1,2,2,9,0
3258,1,2,0,0,1
3259,2,4,8,2,0
3260,2,4,6,6,0
3261,2,3,6,0,0
3262,2,3,6,6,0
3263,2,4,8,9,0
3264,2,5,8,9,0
3265,2,5,6,0,0
3266,2,4,6,6,0
3267,1,1,2,9,0
3268,2,5,6,0,0
3269,1,1,2,9,1
3270,1,2,0,6,0
3271,1,0,0,6,0
3272,2,5,8,9,1
3273,2,5,8,2,0
3274,2,5,8,9,0
3275,2,3,6,6,0
3276,2,3,8,9,0
3277,1,2,0,0,0
3278,2,3,6,6,1
3279,2,5,8,9,0
3280,2,5,8,2,0
3281,1,2,2,2,0
3282,2,3,7,2,1
3283,2,3,6,6,0
3284,2,3,8,9,0
3285,1,0,2,9,0
3286,1,2,0,6,0
3287,1,2,1,7,0
3288,1,0,2,9,0
3289,2,3,8,9,0
3290,1,1,2,9,0
3291,2,4,8,9,0
3292,2,3,8,2,0
